Unnamed: 0,star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color,distance_type,log_diameter,B-V,star_temp
1147,Bonner Durchmusterung +31°2875,83.5,25.6,0.68,V,+9.49,+7.45,0.091,"B-V= +1.20, U-B= +1.16, R-I= +0.46",100,-0.16749108729376364,1.2,4605.65
1149,Bonner Durchmusterung +5°3246,124.0,37.9,0.78,V,+8.63,+5.73,0.44,"B-V= +0.89, U-B= +0.60",140,-0.10790539730951958,0.89,5182.82
1150,Bonner Durchmusterung -2°4230,96.4,29.6,0.89,V,+7.25,+4.89,0.96,"B-V= +0.64, U-B= +0.07, R-I= +0.35",100,-0.0506099933550872,0.64,5804.4
1151,Bonner Durchmusterung -17°4618,391.0,120.0,25.8,II,+4.94,-0.46,133,"B-V= +1.11, U-B= +0.87",400,1.41161970596323,1.11,4756.26
1153,Eggen/Greenstein white dwarf 329,67.8,20.8,0.009,wd,+15.06,+13.47,0.00036,"B-V= +0.33, U-B= -0.52",80,-2.045757490560675,0.33,6907.02
1154,Bonner Durchmusterung +79°511,414.0,127.0,2.51,,+6.32,+0.80,41.8,"B-V= +1.14, U-B= +1.20",420,0.3996737214810381,1.14,4704.7
1155,Bonner Durchmusterung +68°883,79.3,24.3,0.85,V,+7.56,+5.63,0.49,"B-V= +0.79, U-B= +0.36",80,-0.07058107428570727,0.79,5410.68
1156,Bonner Durchmusterung +33°2777,31.87,9.77,0.809,V,+8.10,+8.15,0.0477,"B-V= +1.37, U-B= +1.29, R-I= +0.57",40,-0.09205147838772766,1.37,4351.15
1158,Bonner Durchmusterung +57°1702,87.2,26.7,2.87,V,+4.84,+2.71,7.18,"B-V= +0.38, U-B= -0.06",100,0.4578818967339923,0.38,6694.15
1160,Bonner Durchmusterung +37°2804,105.0,32.3,0.77,V,+8.38,+5.84,0.40,"B-V= +0.82, U-B= +0.44",120,-0.11350927482751812,0.82,5339.72
1161,DN Draconis,35.8,11.0,0.0124,wd,+12.24,+12.04,0.0013,"B-V= +0.18, U-B= -0.64",40,-1.9065783148377646,0.18,7662.78
1163,Bonner Durchmusterung +19°3174,87.3,26.8,0.77,V,+8.88,+6.75,0.17,"B-V= +1.02, U-B= +0.89, R-I= +0.40",100,-0.11350927482751812,1.02,4919.82
1166,Bonner Durchmusterung +0°3593,55.2,16.9,0.87,V,+6.63,+5.49,0.55,"B-V= +0.76, U-B= +0.32, R-I= +0.24",60,-0.06048074738138147,0.76,5484.05
1168,Wolf 629,21.2,6.5,0.3,V,+11.74,+12.68,0.00074,"B-V= +1.69, U-B= +1.35, R-I= +1.21",40,-0.5228787452803376,1.69,3955.23
1170,Zeta Arae,78.0,24.0,19.0,III,+3.12,+1.23,28,"B-V= +1.60, U-B= +1.97, R-I= +0.64",80,1.2787536009528289,1.6,4057.31
1171,Eggen/Greenstein white dwarf 197,75.9,23.3,0.0136,wd,+14.06,+12.23,0.0011,"B-V= +0.25, U-B= -0.56",80,-1.8664610916297821,0.25,7285.6
1173,19 Draconis,49.21,15.09,1.135,V,+4.89,+4.00,2.188,"B-V= +0.48, U-B= -0.03, R-I= +0.17",60,0.05499586152914152,0.48,6313.67
1176,Bonner Durchmusterung -13°4528,85.4,26.2,0.87,V,+7.12,+5.03,0.84,"B-V= +0.58, U-B= +0.10, R-I= +0.33",100,-0.06048074738138147,0.58,5983.01
1179,Bonner Durchmusterung +47°2420,58.91,18.06,0.87,V,+6.76,+5.48,0.561,"B-V= +0.73, U-B= +0.27",60,-0.06048074738138147,0.73,5559.95
1180,Cordoba Durchmusterung -28°12769,59.0,18.1,1.28,V,+6.58,+5.29,0.67,"B-V= +0.83, U-B= +0.54, R-I= +0.38",60,0.10720996964786836,0.83,5316.58
1181,Wolf 635,35.1,10.8,0.73,V,+7.70,+7.54,0.084,"B-V= +1.16, U-B= +1.06, R-I= +0.49",40,-0.13667713987954408,1.16,4671.09
1183,Bonner Durchmusterung +0°3629,66.5,20.4,1.03,V,+6.00,+4.45,1.44,"B-V= +0.58, U-B= +0.05, R-I= +0.31",80,0.012837224705172215,0.58,5983.01
1185,Cape Photographic Durchmusterung -41°7862,73.4,22.5,0.77,V,+8.30,+6.54,0.21,"B-V= +1.05, U-B= +0.90, R-I= +0.40",80,-0.11350927482751812,1.05,4863.75
1186,Bonner Durchmusterung +88°105,91.0,28.0,0.8,V,+8.32,+6.10,0.3,"B-V= +0.87, U-B= +0.54",100,-0.09691001300805638,0.87,5226.47
1188,Eggen/Greenstein white dwarf 494,56.9,17.5,0.0151,wd,+15.19,+13.98,0.00022,"B-V= +0.46, U-B= -0.25",60,-1.8210230527068303,0.46,6385.41
1189,Cape Photographic Durchmusterung -60°6718,44.6,13.7,0.81,V,+7.39,+6.71,0.18,"B-V= +0.89, U-B= +0.53, R-I= +0.33",60,-0.09151498112135022,0.89,5182.82
1191,Eta Scorpii,71.6,21.9,3.07,IV,+3.32,+1.61,19.7,"B-V= +0.41, U-B= +0.09, R-I= +0.23",80,0.4871383754771864,0.41,6574.07
1196,Delta Herculis,78.5,24.1,1.99,IV,+3.14,+1.23,28.0,"B-V= +0.08, U-B= +0.08, R-I= +0.03",80,0.2988530764097066,0.08,8296.5
1205,72 Herculis,46.94,14.39,0.99,V,+5.39,+4.60,1.256,"B-V= +0.62, U-B= +0.07, R-I= +0.24",60,-0.004364805402450088,0.62,5862.44
1208,Bonner Durchmusterung +2°3312,25.18,7.72,0.83,V,+7.54,+8.10,0.0499,"B-V= +1.36, U-B= +1.27, R-I= +0.60",40,-0.0809219076239261,1.36,4365.15
1209,44 Ophiuchi,83.7,25.7,1.56,V,+4.17,+2.12,12.4,"B-V= +0.28, U-B= +0.12, R-I= +0.14",100,0.1931245983544616,0.28,7137.66
1210,Cordoba Durchmusterung -46°11540,14.8,4.537,0.44,V-VI,+9.38,+11.10,0.00317,"B-V= +1.53, U-B= +1.21, R-I= +1.03",20,-0.3565473235138125,1.53,4141.4
1211,Bonner Durchmusterung +67°1014,41.74,12.8,0.86,V,+6.44,+5.90,0.380,"B-V= +0.76, U-B= +0.29",60,-0.06550154875643228,0.76,5484.05
1214,Bonner Durchmusterung +34°2989,77.3,23.7,1.2,V,+6.54,+4.67,1.18,"B-V= +0.65, U-B= +0.17",80,0.0791812460476248,0.65,5775.91
1216,Alpha Ophiuchi,46.7,14.3,3.08,III,+2.08,+1.30,26.3,"B-V= +0.15, U-B= +0.10, R-I= +0.00",60,0.48855071650044424,0.15,7839.96
1218,Cordoba Durchmusterung -44°11909,16.4,5.04,0.27,V-VI,+10.94,+12.43,0.00093,"B-V= +1.65, U-B= +1.20, R-I= +1.26",20,-0.5686362358410126,1.65,3999.8
1219,Pi Arae,138.0,42.2,1.38,V,+5.24,+2.12,12.4,"B-V= +0.20, U-B= +0.08, R-I= +0.10",140,0.13987908640123645,0.2,7550.09
1220,Cordoba Durchmusterung -42°12320,109.0,33.6,0.9,V,+7.17,+4.54,1.34,"B-V= +0.65, U-B= +0.18, R-I= +0.34",120,-0.045757490560675115,0.65,5775.91
1224,Lambda Arae,71.3,21.9,1.2,V,+4.76,+3.06,5.20,"B-V= +0.40, U-B= -0.04, R-I= +0.25",80,0.0791812460476248,0.4,6613.49
1225,AOe 17415-6,14.77,4.528,0.45,V,+9.15,+10.88,0.00389,"B-V= +1.50, U-B= +1.06, R-I= +1.10",20,-0.34678748622465627,1.5,4178.8
1226,Bonner Durchmusterung +3°3465,34.9,10.7,1.23,V,+6.53,+6.38,0.24,"B-V= +0.96, U-B= +0.77, R-I= +0.50",40,0.08990511143939792,0.96,5036.96
1228,Omega Draconis,76.5,23.5,3.03,V,+4.79,+2.94,5.79,"B-V= +0.43, U-B= -0.01",80,0.4814426285023049,0.43,6496.95
1229,Bonner Durchmusterung +65°1203,86.2,26.4,0.81,V,+8.37,+6.26,0.27,"B-V= +0.93, U-B= +0.69",100,-0.09151498112135022,0.93,5098.2
1230,Mu Arae,49.8,15.3,1.43,V,+5.13,+4.21,1.81,"B-V= +0.70, U-B= +0.24, R-I= +0.20",60,0.15533603746506178,0.7,5638.54
1231,58 Ophiuchi,57.2,17.5,1.32,V,+4.88,+3.66,3.00,"B-V= +0.47, U-B= -0.03, R-I= +0.26",60,0.12057393120584989,0.47,6349.29
1232,Bonner Durchmusterung +21°3198,76.8,23.6,0.86,V,+7.51,+5.65,0.48,"B-V= +0.77, U-B= +0.30, R-I= +0.29",80,-0.06550154875643228,0.77,5459.32
1236,Cordoba Durchmusterung -33°12476,87.7,26.9,0.87,V,+7.20,+5.05,0.83,"B-V= +0.71, U-B= +0.33, R-I= +0.24",100,-0.06048074738138147,0.71,5612.04
1237,Bonner Durchmusterung +4°3509,125.0,38.2,0.75,V,+8.91,+6.00,0.35,"B-V= +0.84, U-B= +0.47, R-I= +0.31",140,-0.12493873660829993,0.84,5293.69
1239,Bonner Durchmusterung -6°4663,71.4,21.9,0.57,V,+10.17,+8.47,0.036,"B-V= +1.43, U-B= +1.26, R-I= +0.69",80,-0.24412514432750862,1.43,4269.43
1240,Eggen/Greenstein white dwarf 372,20.0,6.14,0.01,wd,+14.15,+15.21,0.000072,"B-V= +0.40, U-B= -0.30",40,-1.9999999999999996,0.4,6613.49
1247,Cape Photographic Durchmusterung -51°10685,154.0,47.2,0.66,V,+9.64,+6.27,0.27,"B-V= +0.92, U-B= +0.72, R-I= +0.47",160,-0.18045606445813128,0.92,5119.03
1249,Eggen/Greenstein white dwarf 199,53.0,16.3,0.0147,wd,+14.30,+13.24,0.00044,"B-V= +0.35, U-B= -0.52",60,-1.8326826652518238,0.35,6819.86
1250,Zeta Serpentis,75.7,23.2,1.3,V,+4.62,+2.79,6.65,"B-V= +0.38, U-B= +0.00, R-I= +0.22",80,0.11394335230683676,0.38,6694.15
1251,Bonner Durchmusterung +26°3151,71.5,21.9,0.9,V,+7.01,+5.31,0.65,"B-V= +0.80, U-B= +0.47, R-I= +0.24",80,-0.045757490560675115,0.8,5386.77
1252,Bonner Durchmusterung -3°4233,25.4,7.8,0.48,V,+9.37,+9.91,0.0094,"B-V= +1.52, U-B= +1.20, R-I= +0.85",40,-0.3187587626244128,1.52,4153.78
1254,Cordoba Durchmusterung -36°12214,56.6,17.4,1.18,V,+5.90,+4.70,1.15,"B-V= +0.62, U-B= +0.07, R-I= +0.20",60,0.07188200730612535,0.62,5862.44
1255,Bonner Durchmusterung +4°3589,79.6,24.4,0.95,V,+6.80,+4.86,0.99,"B-V= +0.62, U-B= +0.04, R-I= +0.22",80,-0.02227639471115225,0.62,5862.44
1257,Iota Pavonis,57.9,17.8,1.26,IV-V,+5.47,+4.23,1.78,"B-V= +0.58, U-B= +0.09, R-I= +0.32",60,0.1003705451175629,0.58,5983.01
1259,Bonner Durchmusterung +38°3095,36.2,11.1,0.859,V,+6.40,+6.17,0.296,"B-V= +0.87, U-B= +0.59, R-I= +0.34",40,-0.0660068361687577,0.87,5226.47
1260,Cordoba Durchmusterung -43°12343,42.3,13.0,0.71,V,+8.38,+7.82,0.065,"B-V= +1.31, U-B= +1.22, R-I= +0.54",60,-0.14874165128092473,1.31,4436.89
1263,36 Draconis,76.6,23.5,1.57,V,+5.00,+3.15,4.81,"B-V= +0.38, U-B= -0.04",80,0.19589965240923374,0.38,6694.15
1265,Bonner Durchmusterung +45°2684,74.0,22.7,1.01,V,+6.28,+4.51,1.37,"B-V= +0.62, U-B= +0.12",80,0.004321373782642578,0.62,5862.44
1268,Cordoba Durchmusterung -45°12390,124.0,37.9,0.95,V,+6.84,+3.95,2.28,"B-V= +0.54, U-B= +0.07",140,-0.02227639471115225,0.54,6109.98
1270,Bonner Durchmusterung -1°3474,63.0,19.3,0.67,V,+9.66,+8.23,0.044,"B-V= +1.37, U-B= +1.22, R-I= +0.61",80,-0.17392519729917352,1.37,4351.15
1272,Eta Serpentis,61.8,18.9,9.36,III-IV,+3.25,+1.87,15.6,"B-V= +0.94, U-B= +0.66, R-I= +0.33",80,0.9712758487381051,0.94,5077.58
1276,Lambda Sagittarii,77.3,23.7,10.7,IIIb,+2.82,+0.95,36.3,"B-V= +1.04, U-B= +0.89, R-I= +0.50",80,1.0293837776852095,1.04,4882.26
1277,Bonner Durchmusterung -1°3500,61.2,18.8,0.79,V,+8.04,+6.67,0.19,"B-V= +1.10, U-B= +1.06, R-I= +0.38",80,-0.10237290870955855,1.1,4773.76
1278,Bonner Durchmusterung -18°4986,43.1,13.2,0.83,V,+6.81,+6.21,0.29,"B-V= +0.85, U-B= +0.56, R-I= +0.30",60,-0.0809219076239261,0.85,5271.04
1284,V774 Herculis,76.4,23.4,0.68,V,+8.90 (increasing to +8.30),+7.05 (increasing to +6.45),0.13 (increasing to  0.23),"B-V= +1.12, U-B= +1.05, R-I= +0.42",80,-0.16749108729376364,1.12,4738.91
1285,BY Draconis,53.6,16.4,1.38,V,+8.48 (increasing to +7.98),+7.40 (increasing to +6.90),0.095 (increasing to  0.15),"B-V= +1.22, U-B= +1.04",60,0.13987908640123645,1.22,4573.77
1287,Cordoba Durchmusterung -25°13291,98.3,30.1,0.88,V,+7.43,+5.04,0.84,"B-V= +0.69, U-B= +0.21",100,-0.05551732784983136,0.69,5665.36
1288,Vega,25.3,7.756,3.151,V,+0.03,+0.58,50.84,"B-V= +0.00, U-B= -0.01, R-I= -0.09",40,0.4984484031739996,0.0,8908.56
1290,Bonner Durchmusterung -21°5081,42.3,13.0,0.93,V,+5.86,+5.29,0.67,"B-V= +0.68, U-B= +0.14, R-I= +0.24",60,-0.031517051446064856,0.68,5692.5
1292,Bonner Durchmusterung +42°3123,92.8,28.5,0.8,V,+8.34,+6.07,0.33,"B-V= +0.82, U-B= +0.39",100,-0.09691001300805638,0.82,5339.72
1295,Cape Photographic Durchmusterung -50°10804,208.0,63.8,0.7,V,+9.31,+5.29,0.67,"B-V= +0.68, U-B= +0.14, R-I= +0.37",220,-0.1549019599857432,0.68,5692.5
1298,Bonner Durchmusterung +43°3058,88.9,27.2,0.83,V,+7.54,+5.36,0.63,"B-V= +0.84, U-B= +0.58",100,-0.0809219076239261,0.84,5293.69
1299,110 Herculis,62.3,19.1,2.46,V,+4.19,+2.79,6.70,"B-V= +0.46, U-B= +0.01, R-I= +0.17",80,0.3909351071033791,0.46,6385.41
1300,Cape Photographic Durchmusterung -50°10835,280.0,85.8,0.74,V,+8.69,+4.02,2.15,"B-V= +0.65, U-B= +0.14, R-I= +0.35",300,-0.1307682802690238,0.65,5775.91
1302,Bonner Durchmusterung +10°3665,56.4,17.3,0.78,V,+7.97,+6.78,0.17,"B-V= +1.07, U-B= +0.98, R-I= +0.40",60,-0.10790539730951958,1.07,4827.25
1303,Bonner Durchmusterung +17°3729,55.7,17.1,0.68,V,+9.20,+8.04,0.053,"B-V= +1.28, U-B= +1.22, R-I= +0.60",60,-0.16749108729376364,1.28,4481.37
1305,Ross 154,9.693,2.972,0.2,V,+11.00 (increasing to +9.70),+13.63 (increasing to +12.33),0.000306 (increasing to  0.00101),"B-V= +1.72, U-B= +1.30, R-I= +1.30",20,-0.6989700043360187,1.72,3922.61
1308,Bonner Durchmusterung +52°2294,85.1,26.1,2.52,IVa,+5.51,+3.43,3.70,"B-V= +0.84, U-B= +0.51",100,0.401400540781544,0.84,5293.69
1310,Nu(2) Sagittarii,270.0,82.9,24.9,IIIa,+5.00,+0.40,60.0,"B-V= +1.33, U-B= +1.51, R-I= +0.48",280,1.3961993470957361,1.33,4407.84
1312,Bonner Durchmusterung +4°3911,78.0,24.0,0.75,V,+8.01,+6.12,0.3,"B-V= +0.90, U-B= +0.56, R-I= +0.33",80,-0.12493873660829993,0.9,5161.34
1313,V775 Herculis,69.9,21.4,0.83,V,+8.07,+6.42,0.24,"B-V= +0.91, U-B= +0.55",80,-0.0809219076239261,0.91,5140.08
1315,Bonner Durchmusterung +5°3993,36.2,11.1,0.64,V,+9.22,+8.99,0.022,"B-V= +1.46, U-B= +1.17, R-I= +0.76",40,-0.19382002601611278,1.46,4229.99
1316,Bonner Durchmusterung +29°3423,76.4,23.4,0.97,V,+6.77,+4.92,0.94,"B-V= +0.58, U-B= +0.00",80,-0.013228265733755159,0.58,5983.01
1318,Bonner Durchmusterung -0°3631,60.0,18.0,0.77,V,+8.36,+7.03,0.1,"B-V= +0.73, U-B= +0.29, R-I= +0.39",80,-0.11350927482751812,0.73,5559.95
1319,Catalogue Astrographique +70°8247,43.6,13.4,0.008,wd,+13.20,+12.57,0.00082,"B-V= +0.05, U-B= -0.86",60,-2.0969100130080562,0.05,8513.42
1320,Omicron Sagittarii,139.0,42.6,7.65,III,+3.76,+0.62,49.3,"B-V= +1.01, U-B= +0.85",140,0.8836614351536175,1.01,4938.87
1321,Bonner Durchmusterung +22°3579,108.0,33.2,0.74,V,+8.54,+5.94,0.37,"B-V= +0.81, U-B= +0.42",120,-0.1307682802690238,0.81,5363.12
1323,Cordoba Durchmusterung -37°13049,56.0,17.2,1.16,IV,+6.15,+4.98,0.89,"B-V= +0.71, U-B= +0.27, R-I= +0.35",60,0.06445798922691845,0.71,5612.04
1324,Tau Sagittarii,120.0,36.9,19.0,III,+3.32,+0.48,55.9,"B-V= +1.19, U-B= +1.15",140,1.2787536009528289,1.19,4621.79
1327,Bonner Durchmusterung +16°3752,68.3,21.0,0.96,V,+6.09,+4.48,1.41,"B-V= +0.70, U-B= +0.27",80,-0.017728766960431602,0.7,5638.54
1329,Cape Photographic Durchmusterung -47°9196,65.4,20.1,0.7,V,+9.36,+7.85,0.063,"B-V= +1.32, U-B= +1.26, R-I= +0.58",80,-0.1549019599857432,1.32,4422.31
1332,59 Draconis,89.0,27.3,1.5,V,+5.13,+2.95,5.73,"B-V= +0.31, U-B= +0.00",100,0.17609125905568124,0.31,6997.01
1333,Bonner Durchmusterung +57°1961,65.2,20.0,2.0,V,+7.04,+5.53,0.53,"B-V= +0.79, U-B= +0.43",80,0.30102999566398114,0.79,5410.68
1335,Luyten 347-14,18.6,5.69,0.24,V-VI,+12.23,+13.45,0.00036,"B-V= +1.68, U-B= +1.22, R-I= +1.33",20,-0.619788758288394,1.68,3966.26
1336,Eggen/Greenstein white dwarf 375,38.1,11.7,0.0172,wd,+14.57,+14.23,0.00018,"B-V= +0.44, U-B= -0.36",40,-1.764471553092451,0.44,6459.23
1337,Bonner Durchmusterung +37°3417,82.3,25.2,1.57,V,+6.29,+4.29,1.68,"B-V= +0.68, U-B= +0.21",100,0.19589965240923374,0.68,5692.5
1338,Cordoba Durchmusterung -35°13422,68.0,20.9,1.1,V,+6.48,+4.88,0.97,"B-V= +0.62, U-B= +0.19, R-I= +0.22",80,0.04139268515822507,0.62,5862.44
1339,Rho(1) Sagittarii,122.0,37.3,3.21,IV,+3.92,+1.06,32.8,"B-V= +0.23, U-B= +0.13",140,0.506505032404872,0.23,7388.58
1344,Bonner Durchmusterung +32°3411,50.54,15.49,0.883,V,+6.37,+5.42,0.590,"B-V= +0.81, U-B= +0.46",60,-0.0540392964224314,0.81,5363.12
1345,31 Aquilae,49.4,15.1,1.47,IV,+5.16,+4.25,1.73,"B-V= +0.77, U-B= +0.42, R-I= +0.24",60,0.16731733474817606,0.77,5459.32
1346,Delta Aquilae,50.1,15.4,2.0,IV,+3.36,+2.43,9.32,"B-V= +0.32, U-B= +0.04",60,0.30102999566398114,0.32,6951.65
1347,Bonner Durchmusterung +49°3009,82.1,25.2,0.83,V,+8.03,+6.02,0.34,"B-V= +0.93, U-B= +0.64",100,-0.0809219076239261,0.93,5098.2
1349,Bonner Durchmusterung +31°3618,119.0,36.4,0.9,IV,+6.97,+4.17,1.87,"B-V= +0.71, U-B= +0.34",120,-0.045757490560675115,0.71,5612.04
1350,Bonner Durchmusterung -6°5170,112.0,34.3,0.9,V-VI,+7.28,+4.61,1.25,"B-V= +0.64, U-B= +0.19",120,-0.045757490560675115,0.64,5804.4
1355,Mu Aquilae,111.0,33.9,13.8,IIIb,+4.45,+1.80,16.6,"B-V= +1.17, U-B= +1.26",120,1.1398790864012365,1.17,4654.51
1356,Bonner Durchmusterung +4°4157,47.2,14.5,0.65,V,+9.35,+8.55,0.033,"B-V= +1.39, U-B= +1.23, R-I= +0.61",60,-0.1870866433571444,1.39,4323.48
1357,Sigma Draconis,18.81,5.767,1.24,V,+4.68,+5.87,0.390,"B-V= +0.79, U-B= +0.38, R-I= +0.29",20,0.09342168516223506,0.79,5410.68
1358,Bonner Durchmusterung +50°2815,83.5,25.6,1.38,V,+5.73,+3.69,2.91,"B-V= +0.48, U-B= +0.00, R-I= +0.17",100,0.13987908640123645,0.48,6313.67
1359,Bonner Durchmusterung -14°5479,101.0,30.9,1.08,V,+5.46,+3.01,5.43,"B-V= +0.50, U-B= +0.04, R-I= +0.28",120,0.03342375548694973,0.5,6243.9
1360,Eggen/Greenstein white dwarf 277,58.7,18.0,0.0149,wd,+12.98,+11.71,0.0018,"B-V= +0.17, U-B= -0.56",60,-1.8268137315877258,0.17,7720.72
1363,Bonner Durchmusterung +76°750,98.0,30.0,0.8,V,+8.07,+5.68,0.46,"B-V= +0.88, U-B= +0.55",100,-0.09691001300805638,0.88,5204.53
1364,Bonner Durchmusterung -15°5444,120.0,36.7,1.07,IV,+5.50,+2.67,7.42,"B-V= +0.46, U-B= +0.02",140,0.029383777685209663,0.46,6385.41
1365,Bonner Durchmusterung +57°2057,147.0,45.0,1.02,IV-V,+6.26,+3.00,5.51,"B-V= +0.55, U-B= +0.05",160,0.008600171761917567,0.55,6077.61
1366,Altair,16.77,5.143,1.631,V,+0.77,+2.21,11.39,"B-V= +0.22, U-B= +0.08, R-I= +0.02",20,0.21245396104027578,0.22,7441.45
1367,Bonner Durchmusterung +11°4019,90.2,27.7,1.66,V,+6.20,+3.99,2.21,"B-V= +0.65, U-B= +0.13",100,0.22010808804005508,0.65,5775.91
1369,Cordoba Durchmusterung -24°15668,46.4,14.2,1.59,V,+6.19,+5.43,0.59,"B-V= +1.02, U-B= +0.94, R-I= +0.34",60,0.20139712432045148,1.02,4919.82
1370,Bonner Durchmusterung +3°4191,119.0,36.5,0.7,V,+9.37,+6.56,0.21,"B-V= +0.99, U-B= +0.80, R-I= +0.40",120,-0.1549019599857432,0.99,4977.53
1372,Luyten 997-21,37.9,11.6,0.012,wd,+13.70,+13.38,0.00039,"B-V= +0.28, U-B= -0.60, R-I= -0.06",40,-1.9208187539523751,0.28,7137.66
1374,Bonner Durchmusterung +29°3820,83.1,25.5,0.82,V,+7.91,+5.87,0.39,"B-V= +0.80, U-B= +0.38",100,-0.08618614761628333,0.8,5386.77
1375,Bonner Durchmusterung -10°5238,80.0,24.5,1.42,V,+5.88,+3.93,2.33,"B-V= +0.58, U-B= +0.05, R-I= +0.21",100,0.15228834438305644,0.58,5983.01
1376,Cordoba Durchmusterung -34°14082,68.1,20.9,1.23,V,+5.65,+4.06,2.08,"B-V= +0.49, U-B= -0.02, R-I= +0.15",80,0.08990511143939792,0.49,6278.54
1378,Cape Photographic Durchmusterung -50°11256,38.0,12.0,0.78,V,+8.69,+8.33,0.04,"B-V= +1.12, U-B= +1.09, R-I= +0.42",40,-0.10790539730951958,1.12,4738.91
1379,Bonner Durchmusterung +15°4026,63.1,19.3,0.88,V,+7.17,+5.73,0.44,"B-V= +0.71, U-B= +0.23, R-I= +0.27",80,-0.05551732784983136,0.71,5612.04
1380,Bonner Durchmusterung +2°4076,42.8,13.1,0.79,V,+7.46,+6.87,0.16,"B-V= +1.14, U-B= +1.08, R-I= +0.42",60,-0.10237290870955855,1.14,4704.7
1381,Cape Photographic Durchmusterung -67°3703,57.8,17.7,1.05,V,+6.08,+4.84,1.01,"B-V= +0.65, U-B= +0.07, R-I= +0.23",60,0.021189299069938092,0.65,5775.91
1382,Bonner Durchmusterung +22°3908,50.8,15.6,0.86,V,+7.28,+6.32,0.26,"B-V= +0.82, U-B= +0.40, R-I= +0.31",60,-0.06550154875643228,0.82,5339.72
1383,15 Sagittae,57.6,17.7,1.12,V,+5.79,+4.55,1.32,"B-V= +0.61, U-B= +0.09, R-I= +0.19",60,0.049218022670181646,0.61,5892.01
1387,Bonner Durchmusterung +38°3896,61.6,18.9,1.28,IV,+6.20,+4.82,1.03,"B-V= +0.65, U-B= +0.18",80,0.10720996964786836,0.65,5775.91
1388,Delta Pavonis,19.92,6.108,1.188,V,+3.55,+4.62,1.231,"B-V= +0.76, U-B= +0.45, R-I= +0.23",20,0.07481644064517472,0.76,5484.05
1392,Bonner Durchmusterung -20°5833,51.1,15.7,0.7,V,+8.91,+7.94,0.058,"B-V= +1.29, U-B= +1.21, R-I= +0.55",60,-0.1549019599857432,1.29,4466.42
1396,Cordoba Durchmusterung -45°13677,20.24,6.205,0.567,V,+7.97,+9.01,0.0218,"B-V= +1.43, U-B= +1.18, R-I= +0.73",40,-0.24641694110709345,1.43,4269.43
1398,Cordoba Durchmusterung -27°14659,28.78,8.824,0.891,V,+5.73,+6.01,0.345,"B-V= +0.88, U-B= +0.64, R-I= +0.32",40,-0.050122295963125195,0.88,5204.53
1399,Bonner Durchmusterung +76°785,54.8,16.8,0.68,V,+8.88,+7.76,0.069,"B-V= +1.33, U-B= +1.28",60,-0.16749108729376364,1.33,4407.84
1403,Cape Photographic Durchmusterung -46°9951,58.5,17.9,0.71,V,+8.73,+7.46,0.090,"B-V= +1.16, U-B= +1.14, R-I= +0.48",60,-0.14874165128092473,1.16,4671.09
1404,Bonner Durchmusterung +66°1281,57.3,17.57,1.19,V,+5.92,+4.70,1.153,"B-V= +0.58, U-B= +0.06",60,0.07554696139253074,0.58,5983.01
1405,Cordoba Durchmusterung -50°12929,106.0,32.4,1.78,IV-V,+6.26,+3.71,2.86,"B-V= +0.55, U-B= -0.02, R-I= +0.20",120,0.25042000230889394,0.55,6077.61
1406,Cordoba Durchmusterung -31°17597,63.3,19.4,0.9,V,+6.61,+5.17,0.74,"B-V= +0.73, U-B= +0.28, R-I= +0.24",80,-0.045757490560675115,0.73,5559.95
1411,Bonner Durchmusterung +41°3799,72.5,22.2,0.88,V,+7.08,+5.35,0.63,"B-V= +0.79, U-B= +0.38, R-I= +0.31",80,-0.05551732784983136,0.79,5410.68
1413,Wolf 1346,48.2,14.8,0.015,wd,+11.53,+10.68,0.0047,"B-V= -0.07, U-B= -0.87",60,-1.8239087409443187,1.0,4958.1
1414,Alpha Indi,101.0,31.0,11.7,III,+3.11,+0.65,48.0,"B-V= +1.00, U-B= +0.80, R-I= +0.46",120,1.0681858617461615,1.0,4958.1
1415,Phi(2) Pavonis,78.9,24.2,1.85,V,+5.12,+3.20,4.57,"B-V= +0.53, U-B= +0.01, R-I= +0.20",80,0.2671717284030138,0.53,6142.78
1416,Bonner Durchmusterung +38°4172,87.9,26.9,0.93,V,+6.76,+4.61,1.25,"B-V= +0.62, U-B= +0.12",100,-0.031517051446064856,0.62,5862.44
1417,Cordoba Durchmusterung -24°16193,47.8,14.6,0.88,V,+6.36,+5.53,0.53,"B-V= +0.72, U-B= +0.22, R-I= +0.26",60,-0.05551732784983136,0.72,5585.84
1419,Cape Photographic Durchmusterung -53°9928,39.5,12.1,0.67,V,+8.83,+8.41,0.038,"B-V= +1.31, U-B= +1.13, R-I= +0.61",40,-0.17392519729917352,1.31,4436.89
1421,Luyten 116-79,84.0,26.0,0.011,wd,+13.40,+11.36,0.002,"B-V= +0.10, U-B= -0.80",100,-1.9586073148417746,0.1,8159.36
1427,AU Microscopii,32.4,9.94,0.67,V,+8.96 (increasing to +8.56),+8.97 (increasing to +8.57),0.022 (increasing to  0.032),"B-V= +1.42, U-B= +0.95, R-I= +0.85",40,-0.17392519729917352,1.42,4282.79
1429,Psi Capricorni,47.9,14.7,1.09,V,+4.13,+3.30,4.16,"B-V= +0.43, U-B= +0.02, R-I= +0.14",60,0.037426497940623665,0.43,6496.95
