star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color
Bonner Durchmusterung +10°2347,52,16,,,+7.54,+6.54,0.2,"B-V= +1.06, U-B= +0.90, R-I= +0.36"
CF Ursae Majoris,29.87,9.157,0.64,VI,+6.45,+6.64,0.192,"B-V= +0.75, U-B= +0.17, R-I= +0.29"
Luyten 901-10,39.7,12.2,0.37,V,+11.87,+11.44,0.0023,"B-V= +1.54, R-I= +1.04"
Cordoba Durchmusterung -37°7536,152,46.5,0.94,V,+6.75,+3.41,3.76,
Gliese 452.3,121,37.0,0.78,V,+8.22,+5.38,0.62,"B-V= +0.71, U-B= +0.21"
Cape Photographic Durchmusterung -55°4711,101,30.9,0.89,V,+7.29,+4.84,1.01,
Luyten 829-24,56,17,,V-VI,+12.74,+11.56,0.002,"B-V= +1.55, R-I= +1.17"
Cordoba Durchmusterung -33°8130,183,56.2,0.88,,+7.35,+3.60,3.16,
Bonner Durchmusterung -11°3246,74,23,0.98,V,+6.81,+5.03,0.8,
Cape Photographic Durchmusterung -45°5806,65.6,20.1,0.77,V,+8.44,+6.92,0.15,"B-V= +1.14, U-B= +1.07, R-I= +0.54"
Luyten 758-108,41.7,12.8,,V-VI,+11.67,+11.14,0.0031,"B-V= +1.59, R-I= +1.08"
Bonner Durchmusterung +54°1499,74,23,,IV-V,+8.03,+6.25,0.3,"B-V= +0.88, U-B= +0.56"
Bonner Durchmusterung +55°1519,50.0,15.3,0.6,V,+9.77,+8.84,0.025,"B-V= +1.43, U-B= +1.16, R-I= +0.73"
Bonner Durchmusterung -2°3481,111,33.9,0.87,V,+12.00,+9.35,0.016,"B-V= +0.71, U-B= +0.25, R-I= +0.22"
Luyten Two-Tenth 13408,27.6,8.46,,,+13.73,+14.09,0.00020,
Luyten Palomar 554-64,70.9,21.7,,VI,+13.28,+11.59,0.0020,"B-V= +1.62, R-I= +1.14"
Rossiter 5366,52,16,0.62,V,+10.10,+9.10,0.02,
Wolf 412,89.8,27.5,,V,+8.89,+6.69,0.18,"B-V= +1.73, R-I= +1.38"
Ross 948,39,12,,V,+10.96,+10.56,0.005,"B-V= +1.51, R-I= +0.99"
Giclas 199-17,71.1,21.8,,V-VI,+14.21,+12.52,0.00086,B-V= +1.55
Luyten 903-4,54,17,,V-VI,+13.00,+11.89,0.002,R-I= +1.20
S.W. Burnham 28,81.5,25.0,0.98,V,+6.46,+4.47,1.42,R-I= +0.34
FL Virginis,14.0,4.31,0.166,V,+13.04,+14.87,0.000098,
Cordoba Durchmusterung -34°8280,70.6,21.6,,V,+7.87,+6.19,0.29,"B-V= +1.04, U-B= +0.83, R-I= +0.40"
Porrima,38.6,11.8,2.54,V,+3.46,+3.10,5.04,R-I= +0.11
Giclas 198-71,74,23,,,+11.66,+9.88,0.010,R-I= +0.88
Cordoba Durchmusterung -24°10541,64.8,19.9,,V,+8.90,+7.41,0.095,"B-V= +1.12, U-B= +0.98, R-I= +0.47"
Gliese & Jahreiss 1166,82,25,,V,+12.97,+10.98,0.004,"B-V= +1.60, R-I= +1.11"
Ross 970,135,41.5,0.67,V,+10.42,+7.33,0.10,"B-V= +1.18, U-B= +1.09, R-I= +0.47"
BF Canum Venaticorum,59.0,18.1,0.63,V,+10.68 (increasing to +10.58),+9.39 (increasing to +9.29),0.015 (increasing to  0.017),"B-V= +1.44, U-B= +1.13, R-I= +0.84"
Bonner Durchmusterung -9°3595,68.5,21.0,0.8,V,+7.56,+5.95,0.36,
Bonner Durchmusterung -19°3629,93.5,28.7,0.99,,+6.27,+3.98,2.22,R-I= +0.29
Bonner Durchmusterung +21°2486,60.6,18.6,0.68,V,+9.44,+8.09,0.050,
Sanford 224,52,16,,V,+14.18,+13.18,0.0005,"B-V= +1.72, R-I= +1.33"
Alpha Comae Berenices,63.1,19.3,2.08,V,+4.98,+3.55,3.32,
Cordoba Durchmusterung -58°4940,58.8,18.0,1.49,IV,+4.91,+3.63,3.07,
Bonner Durchmusterung +17°2611,36.6,11.2,0.82,V,+6.59,+6.34,0.25,R-I= +0.35
Bonner Durchmusterung +35°2436,42.9,13.2,0.57,V,+9.51,+8.91,0.024,"B-V= +1.47, U-B= +1.20, R-I= +0.81"
Hussey 644,33.8,10.4,0.70,V,+8.94,+8.86,0.025,
Aitken Double Star 8883,52.3,16.0,,V,+7.06,+6.04,0.34,"B-V= +0.77, U-B= +0.38"
Hough 260,60.4,18.5,0.66,V,+9.52,+8.18,0.047,
Mizar,78.2,24.0,4.12,,,,,
Ross 486,39,12,0.43,V,+11.32,+10.94,0.004,"B-V= +1.52, R-I= +1.11"
Worley 24,68,21,,V,+11.11,+9.53,0.01,
VW Comae Berenices,51.8,15.9,,V,+12.01 (increasing to +11.51),+11.01 (increasing to +10.51),0.0034 (increasing to  0.0055),
Bonner Durchmusterung +75°511,146,44.9,0.67,V,+10.36,+7.10,0.13,"B-V= +1.12, R-I= +0.42"
Bonner Durchmusterung +30°2428,177,54,0.73,V,+9.32,+5.65,0.5,"B-V= +0.64, U-B= +0.10"
Bonner Durchmusterung +48°2138,71.4,21.9,0.59,V,+10.17,+8.47,0.036,"B-V= +1.66, R-I= +1.26"
Bonner Durchmusterung +51°1859,82.3,25.2,0.98,V,+6.30,+4.29,1.67,"B-V= +0.54, U-B= -0.03"
Ross 492,79,24,,,,,,
Cordoba Durchmusterung -31°10649,53.4,16.4,,V,+8.94,+7.87,0.062,"B-V= +1.32, U-B= +1.22, R-I= +0.57"
Tau Boötis,50.9,15.6,1.68,V,+4.50,+3.53,3.36,"B-V= +0.48, U-B= +0.04, R-I= +0.15"
Gliese & Jahreiss 1179,39.1,12.0,,V,+15.32,+14.93,0.000093,"B-V= +1.96, R-I= +1.58"
Cordoba Durchmusterung -35°9019,92.3,28.3,,IV-V,+6.56,+4.31,1.65,"B-V= +0.55, U-B= +0.05, R-I= +0.19"
Wolf 1495,48,15,,V,+11.19,+10.35,0.006,"B-V= +1.57, U-B= +1.21, R-I= +0.94"
Struve 1785,44.5,13.7,0.75,V,+7.61,+6.93,0.15,
Luyten 619-94,54.8,16.8,,,+9.59,+8.47,0.036,
Cordoba Durchmusterung -54°5466,37,11,0.9,V,+6.01,+5.70,0.5,"B-V= +0.78, U-B= +0.25, R-I= +0.30"
Catalogue Astrographique +16°799-62,87,27,,,+11.25,+9.11,0.02,
Bonner Durchmusterung +47°2112,36.6,11.2,0.75,V,+9.85,+9.60,0.013,"B-V= +1.48, U-B= +1.10, R-I= +0.83"
Luyten 980-2,82.2,25.2,,V-VI,+12.97,+10.96,0.0036,"B-V= +1.63, U-B= +1.21, R-I= +1.04"
Bonner Durchmusterung -14°3902,82,25,,V,+10.40,+8.41,0.04,"B-V= +1.60, U-B= +0.99, R-I= +1.21"
Iota Boötis,97.2,29.8,2.56,V,+4.80,+2.43,9.31,"B-V= +0.20, U-B= +0.06"
Cordoba Durchmusterung -25°10271,58.0,17.8,1.03,V,+5.87,+4.62,1.24,"B-V= +0.50, U-B= -0.10, R-I= +0.20"
Bonner Durchmusterung -4°3665,67.8,20.8,0.83,V,+7.58,+5.99,0.35,"B-V= +0.84, U-B= +0.52, R-I= +0.30"
Bonner Durchmusterung +24°2733,54.8,16.8,0.65,V,+9.77,+8.65,0.030,"B-V= +1.44, U-B= +1.26, R-I= +0.73"
Theta Boötis,47.52,14.57,1.738,V,+4.05,+3.23,4.428,"B-V= +0.50, U-B= +0.01, R-I= +0.16"
Gliese & Jahreiss 1183,52.8,16.2,,V-VI,+13.95,+12.90,0.00060,"B-V= +1.65, U-B= +1.32, R-I= +1.36"
Phi Virginis,135,41.4,5.34,IV,+4.83,+1.74,17.5,
Bonner Durchmusterung -14°3970,143,43.8,,,+8.38,+5.17,0.74,
Alpha Circini,53.50,16.40,2.06,V,+3.19,+2.12,12.37,"B-V= +0.24, U-B= +0.11, R-I= +0.02"
Hussey 575,73.2,22.5,0.69,V-VI,+9.74,+7.98,0.056,"B-V= +1.34, U-B= +1.28, R-I= +0.58"
Bonner Durchmusterung -21°3954,82,25,,V,+9.32,+7.33,0.1,"B-V= +1.17, R-I= +0.44"
54 Hydrae,99.3,30.4,0.89,III-V,+5.10,+2.68,7.36,
Cordoba Durchmusterung -25°10553,68,21,,V,+11.72,+10.13,0.008,"B-V= +1.49, U-B= +1.05, R-I= +0.87"
Bonner Durchmusterung +10°2752,88.8,27.2,,V,+7.40,+5.23,0.71,"B-V= +0.76, U-B= +0.34"
Xi Boötis,21.85,6.700,1.440,V,+4.70 (increasing to +4.50),+5.57 (increasing to +5.37),0.515 (increasing to  0.620),"B-V= +0.73, U-B= +0.22, R-I= +0.28"
Ross 52,33.3,10.2,0.38,,+12.19,+12.14,0.0012,
CE Boötis,32.0,9.81,0.5,V,,,,"B-V= +1.48, U-B= +1.15, R-I= +0.96"
Luyten Palomar 441-33,54,17,,V-VI,+15.50,+14.39,0.0002,
Gliese 570,19.26,5.906,1.143,V,+5.72,+6.87,0.156,"B-V= +1.10, U-B= +1.06, R-I= +0.40"
Bonner Durchmusterung +0°3277,295,90.4,15.5,III,+5.51,+0.73,44.6,"B-V= +1.13, U-B= +1.11"
i Boötis,41.6,12.8,1.92,V,+5.19,+4.66,1.19,
Woolley 9511,95.5,29.3,0.46,VI,+9.07,+6.73,0.18,"B-V= +0.77, U-B= +0.17, R-I= +0.30"
Zeta Lupi,116,35.6,9.41,III,+3.40,+0.65,48.1,"B-V= +0.92, U-B= +0.66"
Bonner Durchmusterung +19°2939,92.8,28.5,,V,+6.69,+4.42,1.49,"B-V= +0.68, U-B= +0.25, R-I= +0.33"
Bonner Durchmusterung -0°2944,56.4,17.3,0.82,,+7.35,+6.16,0.30,
Cordoba Durchmusterung -47°9926,110,33.8,0.75,,+8.29,+5.65,0.48,
Luyten 623-94,54,17,,V-VI,+13.28,+12.17,0.001,"B-V= +1.70, R-I= +1.21"
Eta Coronae Borealis,60.7,18.6,1.03,V,+5.62,+4.27,1.71,
Mu Boötis,121,37.1,2.71,V,+4.31,+1.46,22.7,"B-V= +0.31, U-B= +0.07"
Gliese 586,64.8,19.9,0.87,V,+6.89,+5.40,0.60,"B-V= +0.81, U-B= +0.49, R-I= +0.29"
Catalogue Astrographique +18°1890-112,46.5,14.2,0.35,V,+12.41,+11.64,0.0019,"B-V= +1.58, U-B= +1.18, R-I= +1.04"
O. Struve 298,71.1,21.8,0.84,V,+7.43,+5.74,0.44,
Giclas 179-43,44.5,13.6,,,+12.48,+11.81,0.0017,
Steph 21187,109,33,0.56,V-VI,+10.70,+8.09,0.05,"B-V= +1.29, U-B= +1.30"
Psi Serpentis,47.9,14.7,1.05,V,+5.86,+5.03,0.85,"B-V= +0.68, U-B= +0.24, R-I= +0.24"
Cordoba Durchmusterung -37°10500,49.7,15.2,1.08,V,+6.01,+5.09,0.80,"B-V= +0.72, U-B= +0.31, R-I= +0.25"
Beta Trianguli Australis,40.15,12.31,1.984,IV-V,+2.81,+2.36,9.920,"B-V= +0.29, U-B= +0.04, R-I= +0.07"
Ross 806,67,21,,V,+11.75,+10.19,0.007,"B-V= +1.51, U-B= +1.21, R-I= +1.07"
Cape Photographic Durchmusterung -83°593,84,26,0.84,V,+7.67,+5.63,0.5,"B-V= +0.78, U-B= +0.43"
Luyten Palomar 329-20,72.5,22.2,,V-VI,+13.37,+11.64,0.0019,R-I= +1.11
Xi Scorpii,92.6,28.4,1.5,IV-V,+4.84,+2.57,8.13,B-V= +0.75
Struve 1999,92.5,28.4,0.86,V,+7.46,+5.20,0.73,"B-V= +0.74, U-B= +0.29"
See 264,137,41.9,0.8,V,+8.34,+5.23,0.71,
Bonner Durchmusterung +39°2947,46.86,14.37,0.83,V,+6.66,+5.87,0.390,"B-V= +0.73, U-B= +0.21"
Bonner Durchmusterung +13°3091,79.5,24.4,1.26,V,+7.36,+5.43,0.59,
Sigma Coronae Borealis,70.7,21.7,1.07,V,+5.64,+3.96,2.27,"B-V= +0.51, U-B= +0.00, R-I= +0.21"
Bonner Durchmusterung +67°935,34.8,10.7,0.72,V,+8.61,+8.47,0.036,"B-V= +1.41, U-B= +1.26, R-I= +0.68"
Cordoba Durchmusterung -37°10765,27.6,8.47,0.4,V-VI,+10.60,+10.96,0.0036,"B-V= +1.57, U-B= +1.21, R-I= +1.08"
Bonner Durchmusterung +40°3005,87.5,26.8,1.11,V,+5.46,+3.32,4.10,"B-V= +0.40, U-B= -0.08"
Eta Ursae Minoris,97.3,29.8,,V,+4.96,+2.58,8.08,"B-V= +0.37, U-B= +0.08"
Woolley 9559,42.0,12.9,1.08,V,+5.39,+4.84,1.01,"B-V= +0.63, U-B= +0.14, R-I= +0.22"
Eta Draconis,87.7,26.9,10.1,III,+2.74,+0.59,50.5,"B-V= +0.91, U-B= +0.70"
Struve 2052,63.7,19.5,0.8,V,+7.68,+6.23,0.28,
Bonner Durchmusterung -3°3968,157,48.3,0.7,V,+9.60,+6.18,0.29,"B-V= +0.74, U-B= +0.11, R-I= +0.32"
Gliese 630.1,47.3,14.5,,V,+12.90,+12.09,0.0013,"B-V= +1.60, U-B= +1.05, R-I= +1.32"
Bonner Durchmusterung +76°614,102,31.3,0.67,wd,+10.02,+7.54,0.084,
Zeta Herculis,35.21,10.80,2.553,IV,+2.91,+2.74,6.959,
Wolf 630,18.7,5.74,0.40,V,+9.69 (increasing to +8.09),+10.90 (increasing to +9.30),0.0038 (increasing to  0.017),"B-V= +1.99, R-I= +1.92"
Cordoba Durchmusterung -39°10940,62.4,19.1,0.7,V,+8.50,+7.09,0.13,
Aitken Double Star 10288,57.1,17.5,1.71,V,+7.83,+6.61,0.20,"B-V= +0.98, U-B= +0.80, R-I= +0.34"
Bonner Durchmusterung +59°1783,82.1,25.2,0.79,V,+8.66,+6.66,0.19,"B-V= +1.04, U-B= +0.94, R-I= +0.38"
Mu Draconis,88.0,27.0,1.08,V,+5.63,+3.48,3.55,
Eta Ophiuchi,84.1,25.8,2.49,V,+3.02,+0.96,35.9,"B-V= +0.83, U-B= +0.25"
Struve 2138,69.2,21.2,0.74,V,+8.86,+7.22,0.11,"B-V= +1.16, U-B= +1.08, R-I= +0.44"
Luyten 989-20,35.2,10.8,,,+12.05,+11.88,0.0015,
Kuiper 79,20.6,6.32,0.40,V,+9.96,+10.96,0.0036,
36 Ophiuchi,19.47,5.968,0.783,V,+5.07,+6.19,0.291,"B-V= +0.85, U-B= +0.53"
Luyten 845-15,68,21,,V-VI,+12.83,+11.24,0.003,"B-V= +1.49, R-I= +1.15"
Brisbane Observatory (Sandage & Veron) 13,28.7,8.79,0.58,V,+5.53,+5.81,0.41,"B-V= +0.77, U-B= +0.35, R-I= +0.28"
Melbourne Observatory 4,23,7.0,0.9,V,+6.29,+7.07,0.1,"B-V= +1.57, U-B= +1.16, R-I= +0.96"
V645 Herculis,35.0,10.7,0.457,V,+11.40,+11.25,0.0028,"B-V= +1.55, U-B= +1.15, R-I= +1.18"
Xi Ophiuchi,56.7,17.4,1.12,V,+4.41,+3.21,4.54,
Cape Photographic Durchmusterung -51°10396,52.6,16.1,0.5,V,+9.58,+8.54,0.033,"B-V= +1.46, U-B= +1.31, R-I= +0.94"
Bonner Durchmusterung +29°3029,76.9,23.6,0.68,,+9.55,+7.69,0.073,
Struve 2173,53.6,16.4,1.48,IV-V,+5.98,+4.90,0.96,
Bonner Durchmusterung +5°3409,32.6,9.98,0.58,V,+9.33,+9.33,0.016,"B-V= +1.49, U-B= +1.23, R-I= +0.76"
Cordoba Durchmusterung -49°11579,295,90,,V,+9.40,+4.62,1.2,
Cordoba Durchmusterung -37°11734,60,19,,V,+6.80,+5.46,0.6,
26 Draconis,45.95,14.09,1.06,Va,+5.34,+4.60,1.264,"B-V= +0.56, U-B= +0.07"
AG 210,72.2,22.1,0.65,,+10.00,+8.27,0.043,"B-V= +1.33, U-B= +1.24, R-I= +0.60"
Luyten 1422-16,89.9,27.6,,V,+11.12,+8.92,0.024,"B-V= +1.45, R-I= +0.77"
Guide Star Catalog 36-821,80,24,,V,+10.28,+8.34,0.04,"B-V= +1.23, R-I= +0.63"
Bonner Durchmusterung +71°851,78.0,23.9,0.69,V,+9.17,+7.28,0.11,"B-V= +1.10, U-B= +1.01, R-I= +0.44"
Psi(1) Draconis,71.9,22.0,2.37,IV-V,+4.59,+2.87,6.17,"B-V= +0.42, U-B= +0.01"
Mu Herculis,27.40,8.400,1.444,IV,+3.41,+3.79,2.658,"B-V= +0.75, U-B= +0.39, R-I= +0.24"
Bonner Durchmusterung +24°3283,93.1,28.6,,,,,,
Tau Ophiuchi,56,17,1.05,V,+5.24,+4.07,2.1,
70 Ophiuchi,16.59,5.086,0.891,V,+4.21,+5.68,0.466,R-I= +0.26
72 Ophiuchi,82.8,25.4,2.73,V,+3.73,+1.71,18.1,"B-V= +0.12, U-B= +0.10"
99 Herculis,51.06,15.65,1.06,V,+5.09,+4.12,1.965,"B-V= +0.50, U-B= -0.10"
Giclas 204-58,37.1,11.4,,V-VI,+11.87,+11.59,0.0020,"B-V= +1.58, R-I= +1.07"
Chi Draconis,26.28,8.057,1.212,V,+3.57,+4.04,2.111,"B-V= +0.49, U-B= -0.06, R-I= +0.20"
Bonner Durchmusterung +45°2743,50.5,15.5,0.58,V,+9.85,+8.90,0.024,"B-V= +1.42, U-B= +1.15, R-I= +0.73"
Gliese & Jahreiss 1230,24,7.4,,V,+12.40,+13.07,0.0005,
Struve 2398,11.64,3.568,0.541,V,+8.94,+11.18,0.00295,"B-V= +1.52, U-B= +1.11, R-I= +1.06"
Cordoba Durchmusterung -54°8050,110,33.7,,V,+9.18,+6.54,0.21,"B-V= +1.13, U-B= +1.02, R-I= +0.44"
Luyten 489-58,43,13,0.14,VI,+12.70,+12.08,0.001,"B-V= +1.53, U-B= +1.12, R-I= +1.23"
Bonner Durchmusterung +10°3724,53,16,0.69,V,+9.44,+8.41,0.04,"B-V= +1.36, U-B= +1.30"
Cordoba Observatory 228,41.2,12.6,0.64,V,+9.45,+8.94,0.023,R-I= +0.84
S.W. Burnham 648,48.86,14.98,1.06,V,+5.34,+4.46,1.429,
Vyssotsky McCormick 806,78,24,,V,+10.44,+8.56,0.03,"B-V= +1.38, U-B= +1.33, R-I= +0.62"
Steph 1676,82,25,,,,,,
Gamma Coronae Australis,58.4,17.9,1.1,V,+4.87,+3.61,3.14,
Zeta Aquilae,83.2,25.5,2.39,V,+2.99,+0.96,36.1,
Gliese 745,28.9,8.86,,VI,+10.76,+11.02,0.0034,"B-V= +1.58, R-I= +0.93"
Bonner Durchmusterung +32°3326,26.6,8.16,,V-VI,+11.86,+12.30,0.0010,
Bonner Durchmusterung +49°2959,81.2,24.9,1,V,+6.57,+4.59,1.27,"B-V= +0.65, U-B= +0.21"
Bonner Durchmusterung +1°3942,118,36,0.69,V,+10.20,+7.42,0.09,"B-V= +1.19, R-I= +0.51"
Woolley 9652,62.2,19.1,,V,+11.56,+10.16,0.0075,R-I= +1.13
Rossiter 4036,51.4,15.8,0.6,,+10.12,+9.13,0.019,
Bonner Durchmusterung +4°4048,19.16,5.873,0.663,V,+9.11,+10.27,0.00682,"B-V= +1.50, U-B= +1.15, R-I= +1.02"
Eggen/Greenstein white dwarf 131,33.0,10.1,0.0127,wd,+12.28,+12.25,0.0011,"B-V= +0.06, U-B= -0.83, R-I= +0.04"
Cordoba Durchmusterung -27°14004,254,77.8,5.01,III,+5.52,+1.06,32.7,"B-V= +1.12, U-B= +1.35, R-I= +0.36"
Catalogue Astrographique +8°147-294,91.2,28.0,,V,+10.38,+8.15,0.048,"B-V= +1.46, U-B= +1.22, R-I= +0.77"
Struve 2541,98.9,30.3,0.77,V,+8.58,+6.17,0.30,
Theta Cygni,60.65,18.59,1.479,V,+4.48,+3.13,4.862,"B-V= +0.38, U-B= -0.03"
Cape Photographic Durchmusterung -59°7505,135,41.5,0.85,V,+7.48,+4.39,1.52,"B-V= +0.71, U-B= +0.28"
16 Cygni,70.5,21.6,1.44,V,+5.96,+4.29,1.68,"B-V= +0.64, U-B= +0.19"
Struve 2576,66.4,20.4,0.8,V,+8.35,+6.80,0.17,
Ross 165,35.0,10.7,0.28,,+12.91,+12.75,0.00069,
Bonner Durchmusterung +31°3767,44.0,13.5,0.54,V-VI,+10.15,+9.50,0.014,"B-V= +1.48, U-B= +1.17, R-I= +0.85"
17 Cygni,68.0,20.9,1.10,IV-V,+5.00,+3.40,3.79,"B-V= +0.47, U-B= +0.00"
Omicron Aquilae,63.2,19.4,1.1,V,+5.10,+3.66,2.99,"B-V= +0.55, U-B= +0.07"
V1581 Cygni,15.4,4.72,,V,+13.41,+15.04,0.000084,"B-V= +1.90, R-I= +1.65"
Beta Aquilae,44.7,13.7,3.09,IV,+3.72,+3.03,5.33,"B-V= +0.86, U-B= +0.48, R-I= +0.31"
Bonner Durchmusterung -12°5594,61.6,18.9,0.68,V,+9.30,+7.92,0.059,"B-V= +1.33, U-B= +1.21, R-I= +0.56"
Bonner Durchmusterung +58°2015,82,25,0.68,V,+10.10,+8.11,0.05,"B-V= +1.22, R-I= +0.59"
Luyten 115-21,43.7,13.4,0.53,V-VI,+11.35,+10.71,0.0045,"B-V= +1.48, U-B= +0.98, R-I= +0.96"
Bonner Durchmusterung +29°3872,51.84,15.89,1.264,IV-V,+5.71,+4.70,1.144,"B-V= +0.73, U-B= +0.37, R-I= +0.27"
Gliese 781.1,47.6,14.6,,V-VI,+12.25,+11.43,0.0023,"B-V= +1.55, U-B= +1.11, R-I= +1.06"
J. Herschel 5173,19.74,6.052,1.210,V,+5.32,+6.41,0.238,"B-V= +0.87, U-B= +0.46, R-I= +0.34"
Bonner Durchmusterung +15°4074,66.8,20.5,,V,+7.33,+5.78,0.43,"B-V= +0.85, U-B= +0.49, R-I= +0.30"
Luyten 1142-88,73.5,22.5,0.0196,V,+13.19,+11.43,0.0023,"B-V= +1.54, U-B= +1.22, R-I= +1.20"
Rho Capricorni,98.7,30.3,2.08,IV,+4.78,+2.38,9.77,
Bonner Durchmusterung +26°3915,75.4,23.1,0.68,V,+10.28,+8.46,0.036,
Kuiper 99,60.6,18.6,0.75,V,+8.18,+6.83,0.16,
Bonner Durchmusterung +74°889,96.5,29.6,0.85,V,+7.80,+5.44,0.58,"B-V= +0.70, U-B= +0.15"
VW Cephei,90.2,27.7,1,V,+7.45 (increasing to +7.15),+5.24 (increasing to +4.94),0.70 (increasing to  0.92),
Bonner Durchmusterung +19°4484,68.4,21.0,0.96,V,+6.44,+4.83,1.02,"B-V= +0.63, U-B= +0.09, R-I= +0.22"
AT Microscopii,33.3,10.2,0.41,V,+10.99 (increasing to +9.49),+10.94 (increasing to +9.44),0.0037 (increasing to  0.015),
Bonner Durchmusterung -19°5899,48.5,14.9,0.57,V,+10.84,+9.98,0.0089,
Luyten 1143-65,63,19,,,+11.27,+9.85,0.010,R-I= +0.84
Epsilon Cygni,72.1,22.1,15.2,III,+2.50,+0.78,42.5,"B-V= +1.03, U-B= +0.87"
Luyten 856-54,41.3,12.7,0.3,,+12.45,+11.94,0.0015,"B-V= +1.59, R-I= +1.26"
Ross 193,51.4,15.7,0.41,V,+11.91,+10.92,0.0037,"B-V= +1.51, U-B= +1.06, R-I= +1.14"
V1396 Cygni,49.3,15.1,0.55,,+10.34,+9.44,0.015,
Luyten 1504-143,55,17,,V-VI,+12.29,+11.14,0.003,R-I= +1.08
Bonner Durchmusterung +45°3371,63.1,19.4,0.84,V,+7.68,+6.25,0.28,"B-V= +0.97, U-B= +0.78"
Eta Capricorni,158,48.4,,V,+5.10,+1.67,18.6,
Harvard Observatory 305,61.1,18.7,1.41,,+6.40,+5.04,0.84,
S.W. Burnham 157,57.6,17.6,0.82,V,+7.15,+5.92,0.37,
61 Cygni,11.43,3.504,1.051,V,+5.20,+7.48,0.0889,"B-V= +1.18, U-B= +1.11, R-I= +0.47"
BDS 10765,86.0,26.4,0.72,V,+9.44,+7.33,0.10,"B-V= +1.13, U-B= +1.00, R-I= +0.50"
Delta Equulei,60.3,18.5,2.38,V,+5.11,+3.78,2.69,
Tau Cygni,68.2,20.9,3.60,IV,+3.82 (increasing to +3.72),+2.22 (increasing to +2.12),11.3 (increasing to  12.4),"B-V= +0.38, U-B= +0.03"
Ross 776,50,15,,V-VI,+12.68,+11.74,0.002,R-I= +1.22
Steph 1876,78,24,,,+12.11,+10.23,0.007,"B-V= +1.52, U-B= +1.19, R-I= +1.02"
Ross 773,67,20,,V-VI,+12.47,+10.92,0.004,
Theta Indi,97.1,29.8,1.33,V,+4.50,+2.13,12.2,
S.W. Burnham 271,61.1,18.7,0.92,V,+6.63,+5.27,0.68,
Cape Photographic Durchmusterung -45°10150,76.7,23.5,0.79,V,+7.48,+5.62,0.49,"B-V= +0.91, U-B= +0.71, R-I= +0.42"
Wolf 922,26.0,7.96,0.29,V,+12.05,+12.54,0.00084,
Luyten Two-Tenth 16303,48,15,,V,+13.35,+12.53,0.0008,"B-V= +1.68, R-I= +1.22"
Catalogue Astrographique +39°60670,69.7,21.4,,V,+10.34,+8.69,0.029,
Giclas 126-31,57.2,17.5,,V-VI,+13.65,+12.43,0.00093,R-I= +1.25
Mu Cygni,73.1,22.4,1.58,V,+4.78,+3.03,5.35,
Finsen 283,62.1,19.0,0.7,V,+9.47,+8.07,0.051,
Luyten 427-34,49,15,,,+12.20,+11.30,0.003,
Bonner Durchmusterung +5°4874,79.6,24.4,0.77,V,+8.65,+6.71,0.18,"B-V= +1.04, U-B= +0.92, R-I= +0.39"
Cape Photographic Durchmusterung -77°1522,86.0,26.4,,V,+8.24,+6.13,0.31,"B-V= +1.00, U-B= +0.89"
Hough 172,96.1,29.5,0.83,V,+7.86,+5.51,0.54,"B-V= +0.78, U-B= +0.32"
Bonner Durchmusterung +32°4292,66,20,,,+10.00,+8.48,0.04,
Cordoba Durchmusterung -51°13128,52.9,16.2,0.48,V,+10.36,+9.31,0.016,"B-V= +1.50, U-B= +0.90, R-I= +1.31"
Luyten Palomar 930-70,78,24,,V-VI,+14.65,+12.77,0.0007,R-I= +1.25
Catalogue Astrographique -71°462-64,97.2,29.8,,V,+10.98,+8.61,0.031,"B-V= +1.38, R-I= +0.60"
Smethells 101,161,49.2,0.66,V,+10.51,+7.05,0.13,"B-V= +1.21, R-I= +0.59"
S.W. Burnham 377,70.0,21.5,,V,+7.52,+5.86,0.39,"B-V= +0.81, U-B= +0.39"
Wolf 1561,33.2,10.2,0.22,V,+13.40,+13.36,0.00039,"B-V= +1.70, U-B= +1.20, R-I= +1.27"
Harvard Observatory 298,44.39,13.61,1.02,V,+5.39,+4.72,1.127,
Nu Indi,94.3,28.9,2.48,,+5.98,+3.68,2.95,
Catalogue Astrographique +31°68884,52,16,0.53,,+11.41,+10.38,0.006,
Bonner Durchmusterung +21°4747,69.8,21.4,0.74,V,+8.86,+7.21,0.11,
Rob 319,83.4,25.6,,V,+13.68,+11.64,0.0019,"B-V= +1.59, U-B= +1.06, R-I= +1.22"
53 Aquarii,65.5,20.1,0.94,V,+6.21,+4.70,1.15,
34 Pegasi,129,39.5,1.08,V,+5.75,+2.77,6.80,"B-V= +0.52, U-B= +0.04"
S.W. Burnham 701,53,16,0.94,V,+7.15,+6.11,0.3,
DO Cephei,13.1,4.01,0.35,V,+9.85,+11.84,0.0016,"B-V= +1.62, U-B= +1.23"
Bonner Durchmusterung +53°2911,71.2,21.8,0.63,,+10.84,+9.14,0.019,
Luyten 645-74,46,14,,V-VI,+10.92,+10.18,0.007,R-I= +0.97
EZ Aquarii,11.1,3.40,0.35,,+12.66,+15.00,0.000087,
FK Aquarii,28.2,8.64,0.69,V,+9.06,+9.38,0.015,"B-V= +1.51, U-B= +1.09, R-I= +0.93"
Struve 2928,128,39.3,0.77,V,+8.51,+5.54,0.53,"B-V= +1.61, U-B= +1.45"
